Title,Year,Note
Delicatessen,1991,"5/7 CTV_2020-11-26 - The TV Dinner Show! Mangiare! Mangiare! Mangiare!& 6/8 CTV_2020-09-23 - Phantasmagoria: Films that highlight the fantastical spectrum of high concepts, cinematography, set design and color."
The Grandmother,1970,"1/9 CTV_2020-11-25 - Family Is Love, Family Is Hell."
Palindromes,2004,"4/9 CTV_2020-11-25 - Family Is Love, Family Is Hell."
Grey Gardens,1975,"5/9 CTV_2020-11-25 - Family Is Love, Family Is Hell."
Twister,1989,"6/9 CTV_2020-11-25 - Family Is Love, Family Is Hell."
Shoplifters,2018,"7/9 CTV_2020-11-25 - Family Is Love, Family Is Hell."
Sometimes A Great Notion,1971,"8/9 CTV_2020-11-25 - Family Is Love, Family Is Hell."
Love Streams,1984,"9/9 CTV_2020-11-25 - Family Is Love, Family Is Hell."
Iris,2014,1/6 CTV_2020-11-24 - 8 Artist Profiles/Documentaries
Jack Smith and the Destruction of Atlantis,2006,2/6 CTV_2020-11-24 - 8 Artist Profiles/Documentaries
I Am Divine,2013,3/6 CTV_2020-11-24 - 8 Artist Profiles/Documentaries
"Jean-Michel Basquiat, The Radiant Child Director",2010,4/6 CTV_2020-11-24 - 8 Artist Profiles/Documentaries
Burden,2016,5/6 CTV_2020-11-24 - 8 Artist Profiles/Documentaries
Here is Always Somewhere Else,2007,6/6 CTV_2020-11-24 - 8 Artist Profiles/Documentaries
Vortex,1982,1/8 CTV_2020-11-23 - THE FEMALE MAZE!
To Die For,1995,2/8 CTV_2020-11-23 - THE FEMALE MAZE!
She’s So Lovely,1997,5/8 CTV_2020-11-23 - THE FEMALE MAZE!
Married to the Mob,1988,7/8 CTV_2020-11-23 - THE FEMALE MAZE!
Demon of the Lute,1983,1/9 CTV_2020-11-20 - Kung-Fu Theater PART 2!!
Riki-Oh: The Story Of Ricky,1991,3/9 CTV_2020-11-20 - Kung-Fu Theater PART 2!!
Crippled Masters,1979,4/9 CTV_2020-11-20 - Kung-Fu Theater PART 2!!
Five Fingers Of Death,1972,6/9 CTV_2020-11-20 - Kung-Fu Theater PART 2!!
Duel To The Death,1982,7/9 CTV_2020-11-20 - Kung-Fu Theater PART 2!!
Drunken Master 2,1994,8/9 CTV_2020-11-20 - Kung-Fu Theater PART 2!!
The Super Inframan,1975,9/9 CTV_2020-11-20 - Kung-Fu Theater PART 2!!
Remote Control,1988,1/9 CTV_2020-11-19 - Video artist @jjstratford presents: “Not Quite Videodrome and other tales of Television Mind Control!” Where Subliminal meets the Sublime. Let the cathode ray tube fill your soul
I Was A Teenage TV Terrorist,1989,3/9 CTV_2020-11-19 - Video artist @jjstratford presents: “Not Quite Videodrome and other tales of Television Mind Control!” Where Subliminal meets the Sublime. Let the cathode ray tube fill your soul
Rollerblade,1986,4/9 CTV_2020-11-19 - Video artist @jjstratford presents: “Not Quite Videodrome and other tales of Television Mind Control!” Where Subliminal meets the Sublime. Let the cathode ray tube fill your soul
The Icicle Thief,1989,5/9 CTV_2020-11-19 - Video artist @jjstratford presents: “Not Quite Videodrome and other tales of Television Mind Control!” Where Subliminal meets the Sublime. Let the cathode ray tube fill your soul
A movie resembling Bicycle Thieves,1948,6/9 CTV_2020-11-19 - Video artist @jjstratford presents: “Not Quite Videodrome and other tales of Television Mind Control!” Where Subliminal meets the Sublime. Let the cathode ray tube fill your soul
Liquid Dreams,1991,7/9 CTV_2020-11-19 - Video artist @jjstratford presents: “Not Quite Videodrome and other tales of Television Mind Control!” Where Subliminal meets the Sublime. Let the cathode ray tube fill your soul
Club Extinction aka Dr. M,1990,9/9 CTV_2020-11-19 - Video artist @jjstratford presents: “Not Quite Videodrome and other tales of Television Mind Control!” Where Subliminal meets the Sublime. Let the cathode ray tube fill your soul
Bug,2006,4/7 CTV_2020-11-18 - BODY HORROR!
"Krautrock, the rebirth of Germany",2009,1/4 CTV_2020-11-17 - Neu Deutsche Welle and Krautrock Documentaries
"B Movie – Lust and Sound in West Berlin ,1979 – 1989",2015,2/4 CTV_2020-11-17 - Neu Deutsche Welle and Krautrock Documentaries
Conny Plank – The Potential of Noise,2017,3/4 CTV_2020-11-17 - Neu Deutsche Welle and Krautrock Documentaries
Listen with Pain: 20 Years Of Einstürzende Neubauten,2000,4/4 CTV_2020-11-17 - Neu Deutsche Welle and Krautrock Documentaries
Through a Glass Darkly,1961,1/10 CTV_2020-11-16 - Through Tomorrow Afternoon
Shame,1968,2/10 CTV_2020-11-16 - Through Tomorrow Afternoon& 4/7 CTV_2020-09-15 - Nuclear Family Crises
The Rite,1969,3/10 CTV_2020-11-16 - Through Tomorrow Afternoon
The Magician,1958,4/10 CTV_2020-11-16 - Through Tomorrow Afternoon
Fanny and Alexander  (entire made-for-television miniseries),1982,5/10 CTV_2020-11-16 - Through Tomorrow Afternoon
Scenes From a Marriage  (entire made-for-television miniseries),1973,7/10 CTV_2020-11-16 - Through Tomorrow Afternoon
Cries and Whispers,1972,9/10 CTV_2020-11-16 - Through Tomorrow Afternoon
4:15 PM Hour of the Wolf,1968,10/10 CTV_2020-11-16 - Through Tomorrow Afternoon
Slithis,1978,1/10 CTV_2020-11-13 - TOXIC SCHLOCK!
The Toxic Avenger,1984,2/10 CTV_2020-11-13 - TOXIC SCHLOCK!
Class of Nuke Em High,1986,5/10 CTV_2020-11-13 - TOXIC SCHLOCK!
Body Melt,1993,6/10 CTV_2020-11-13 - TOXIC SCHLOCK!
Incredible Melting Man,1977,10/10 CTV_2020-11-13 - TOXIC SCHLOCK!
Ladies and Gentlemen the Fabulous Stains,1982,3/8 CTV_2020-11-12 - WOMEN IN PUNK!  @clavendr is back on lead guitar to riff together another electric program revolving around female punks in cinema! (Swipe for trailer)
Dead Presidents,1995,"2/7 CTV_2020-11-11 - Crooks, Hustlers, Swindlers & Cons PART 2!"
The King of Marvin Gardens,1972,"6/7 CTV_2020-11-11 - Crooks, Hustlers, Swindlers & Cons PART 2!"
Rain the Color of Blue with a Little Red in It,2015,1/4 CTV_2020-11-10 - Music/Rock and Roll form Agadez and the Surrounding Region
Niger : Magic and Ecstasy in the Sahel,2006,2/4 CTV_2020-11-10 - Music/Rock and Roll form Agadez and the Surrounding Region
A Story of Sahel Sounds,2016,3/4 CTV_2020-11-10 - Music/Rock and Roll form Agadez and the Surrounding Region
Folk music of the Sahara: Among the Tuareg of Libya,2003,4/4 CTV_2020-11-10 - Music/Rock and Roll form Agadez and the Surrounding Region
A Zed And Two Noughts,1985,2/7 CTV_2020-11-09 - Art House Monday! We will be showing an eclectic mix of film's shown at Chicago's Legendary Music Box Theater circa the 1980's Calendars!
Law Of Desire,1987,5/7 CTV_2020-11-09 - Art House Monday! We will be showing an eclectic mix of film's shown at Chicago's Legendary Music Box Theater circa the 1980's Calendars!
Allegro Non Troppo,1976,7/7 CTV_2020-11-09 - Art House Monday! We will be showing an eclectic mix of film's shown at Chicago's Legendary Music Box Theater circa the 1980's Calendars!& 6/9 CTV_2020-07-20 - Cult classic animated films!
Fear,1996,1/8 CTV_2020-11-06 - Date Night From Hell!
Looking For Mr Goodbar,1977,3/8 CTV_2020-11-06 - Date Night From Hell!
Irreversible,2002,5/8 CTV_2020-11-06 - Date Night From Hell!
Audition,1999,6/8 CTV_2020-11-06 - Date Night From Hell!
Buffalo ‘66,1998,7/8 CTV_2020-11-06 - Date Night From Hell!
Happiness,1998,8/8 CTV_2020-11-06 - Date Night From Hell!
Fire & Ice,1983,3/10 CTV_2020-11-04 - WIZARDS & WARRIORS: Fantasy Escapism from the 70’s & 80’s
The Sword and the Sorcerer,1982,4/10 CTV_2020-11-04 - WIZARDS & WARRIORS: Fantasy Escapism from the 70’s & 80’s
Excalibur,1981,7/10 CTV_2020-11-04 - WIZARDS & WARRIORS: Fantasy Escapism from the 70’s & 80’s
Three Headed Monster,1988,9/10 CTV_2020-11-04 - WIZARDS & WARRIORS: Fantasy Escapism from the 70’s & 80’s
The Little Mermaid aka Malá mořská víla,1976,10/10 CTV_2020-11-04 - WIZARDS & WARRIORS: Fantasy Escapism from the 70’s & 80’s
Moriyama-San,2017,"1/8 CTV_2020-11-03 - Documentaries on Buildings, Design, and Space."
Rams,2018,"2/8 CTV_2020-11-03 - Documentaries on Buildings, Design, and Space."
The Spirit in Architecture,1990,"3/8 CTV_2020-11-03 - Documentaries on Buildings, Design, and Space."
Helvetica,2007,"4/8 CTV_2020-11-03 - Documentaries on Buildings, Design, and Space."
Antonio Gaudi,1984,"5/8 CTV_2020-11-03 - Documentaries on Buildings, Design, and Space."
"Bunkers, Brutalism, and Bloodyminded",2014,"6/8 CTV_2020-11-03 - Documentaries on Buildings, Design, and Space."
Kochuu – Japanese Architecture Influence and Origin,2003,"7/8 CTV_2020-11-03 - Documentaries on Buildings, Design, and Space."
Urbanized,2011,"8/8 CTV_2020-11-03 - Documentaries on Buildings, Design, and Space."
Ali: Fear Eats The Soul,1974,1/7 CTV_2020-11-02 - German New Wave ’73-’84.  A look at the iconic and genre defying cinematic works from some of the greatest filmmakers from the German New Wave era.
Alice In The Cities,1974,2/7 CTV_2020-11-02 - German New Wave ’73-’84.  A look at the iconic and genre defying cinematic works from some of the greatest filmmakers from the German New Wave era.
Tenderness Of The Wolves,1975,3/7 CTV_2020-11-02 - German New Wave ’73-’84.  A look at the iconic and genre defying cinematic works from some of the greatest filmmakers from the German New Wave era.
The Lost Honor Of Katharina Blum,1973,4/7 CTV_2020-11-02 - German New Wave ’73-’84.  A look at the iconic and genre defying cinematic works from some of the greatest filmmakers from the German New Wave era.
A Man Like Eva,1984,5/7 CTV_2020-11-02 - German New Wave ’73-’84.  A look at the iconic and genre defying cinematic works from some of the greatest filmmakers from the German New Wave era.
The Tin Drum,1979,7/7 CTV_2020-11-02 - German New Wave ’73-’84.  A look at the iconic and genre defying cinematic works from some of the greatest filmmakers from the German New Wave era.
Full Circle aka The Haunting of Julia,1977,"2/8 CTV_2020-10-30 - HOUSE OF PSYCHOTIC WOMEN!  We welcome accomplished author, programmer and producer @kierlajanisse to Cathode.  We will be screening some of our favorite films from the book and will be speaking on camera with Kier-La alongside actor @alexessoe (Starry Eyes, Doctor Sleep, Haunting of Bly Manor) to discuss the book and some of the films in the lineup!"
Secret Ceremony,1968,"5/8 CTV_2020-10-30 - HOUSE OF PSYCHOTIC WOMEN!  We welcome accomplished author, programmer and producer @kierlajanisse to Cathode.  We will be screening some of our favorite films from the book and will be speaking on camera with Kier-La alongside actor @alexessoe (Starry Eyes, Doctor Sleep, Haunting of Bly Manor) to discuss the book and some of the films in the lineup!"
Le Orme aka Footprints,1975,"7/8 CTV_2020-10-30 - HOUSE OF PSYCHOTIC WOMEN!  We welcome accomplished author, programmer and producer @kierlajanisse to Cathode.  We will be screening some of our favorite films from the book and will be speaking on camera with Kier-La alongside actor @alexessoe (Starry Eyes, Doctor Sleep, Haunting of Bly Manor) to discuss the book and some of the films in the lineup!"
Let’s Scare Jessica To Death,1971,"8/8 CTV_2020-10-30 - HOUSE OF PSYCHOTIC WOMEN!  We welcome accomplished author, programmer and producer @kierlajanisse to Cathode.  We will be screening some of our favorite films from the book and will be speaking on camera with Kier-La alongside actor @alexessoe (Starry Eyes, Doctor Sleep, Haunting of Bly Manor) to discuss the book and some of the films in the lineup!"
Blood Cult,1985,6/10 CTV_2020-10-29 - VHS Nightmares: Shot On Video Horror Films from 1982-1992
Splatter Farm,1987,8/10 CTV_2020-10-29 - VHS Nightmares: Shot On Video Horror Films from 1982-1992
Tales From The QuadeaD Zone,1987,10/10 CTV_2020-10-29 - VHS Nightmares: Shot On Video Horror Films from 1982-1992
Tales From the Darkside,1983,1/10 CTV_2020-10-28 - It’s the Astraleyez aka @astraleyez Halloween Special Extravaganza
The Midnight Hour,1985,2/10 CTV_2020-10-28 - It’s the Astraleyez aka @astraleyez Halloween Special Extravaganza
Dellamorte Dellamore aka Cemetery Man,1994,4/10 CTV_2020-10-28 - It’s the Astraleyez aka @astraleyez Halloween Special Extravaganza
The Last Theft,1987,5/10 CTV_2020-10-28 - It’s the Astraleyez aka @astraleyez Halloween Special Extravaganza
The Monster Club,1981,6/10 CTV_2020-10-28 - It’s the Astraleyez aka @astraleyez Halloween Special Extravaganza
Eye of the Devil,1966,8/10 CTV_2020-10-28 - It’s the Astraleyez aka @astraleyez Halloween Special Extravaganza
Requiem pour un Vampire,1971,9/10 CTV_2020-10-28 - It’s the Astraleyez aka @astraleyez Halloween Special Extravaganza
From Beyond The Grave,1974,10/10 CTV_2020-10-28 - It’s the Astraleyez aka @astraleyez Halloween Special Extravaganza
Monsters,1988,1/14 CTV_2020-10-27 - @1800hotduck presents: Horror Show Boob Tube & Films! A choice selection of scary Television and a few films!
Tales From The Darkside,1985,2/14 CTV_2020-10-27 - @1800hotduck presents: Horror Show Boob Tube & Films! A choice selection of scary Television and a few films!
Night Gallery,1971,3/14 CTV_2020-10-27 - @1800hotduck presents: Horror Show Boob Tube & Films! A choice selection of scary Television and a few films!& 1/11 CTV_2020-07-29 - Guest curator @astraleyez presents: TV Evocations: A Night of Mystical Television & Cinema /
The Iron Rose,1973,4/14 CTV_2020-10-27 - @1800hotduck presents: Horror Show Boob Tube & Films! A choice selection of scary Television and a few films!
Freddy’s Nightmares,1989,5/14 CTV_2020-10-27 - @1800hotduck presents: Horror Show Boob Tube & Films! A choice selection of scary Television and a few films!
The Hitchhiker,1983,6/14 CTV_2020-10-27 - @1800hotduck presents: Horror Show Boob Tube & Films! A choice selection of scary Television and a few films!
Friday the 13th : The Series,1987,7/14 CTV_2020-10-27 - @1800hotduck presents: Horror Show Boob Tube & Films! A choice selection of scary Television and a few films!
Ghostwatch,1992,8/14 CTV_2020-10-27 - @1800hotduck presents: Horror Show Boob Tube & Films! A choice selection of scary Television and a few films!
Ray Bradbury Theater,1988,10/14 CTV_2020-10-27 - @1800hotduck presents: Horror Show Boob Tube & Films! A choice selection of scary Television and a few films!
Alfred Hitchcock Presents,1957,11/14 CTV_2020-10-27 - @1800hotduck presents: Horror Show Boob Tube & Films! A choice selection of scary Television and a few films!
Hammer House of Horror,1980,12/14 CTV_2020-10-27 - @1800hotduck presents: Horror Show Boob Tube & Films! A choice selection of scary Television and a few films!
Don’t Deliver Us From Evil,1971,13/14 CTV_2020-10-27 - @1800hotduck presents: Horror Show Boob Tube & Films! A choice selection of scary Television and a few films!
Supernatural,1977,14/14 CTV_2020-10-27 - @1800hotduck presents: Horror Show Boob Tube & Films! A choice selection of scary Television and a few films!
The Innocents,1961,8/9 CTV_2020-10-26 - Supernatural Terrors!
The Woman in Black,1989,9/9 CTV_2020-10-26 - Supernatural Terrors!
Bar-B-Que Movie w/ Butthole Surfers,1988,2/9 CTV_2020-10-23 - Our pals over at @badtastela have whipped up a KILLER program entitled MIND-FUCKIN’ FLICKS! Tune in at for a live DJ set to kick it off!
Bad Taste,1987,3/9 CTV_2020-10-23 - Our pals over at @badtastela have whipped up a KILLER program entitled MIND-FUCKIN’ FLICKS! Tune in at for a live DJ set to kick it off!
Truth or Dare? A Critical Madness,1986,4/9 CTV_2020-10-23 - Our pals over at @badtastela have whipped up a KILLER program entitled MIND-FUCKIN’ FLICKS! Tune in at for a live DJ set to kick it off!
Ritual of Death,1990,5/9 CTV_2020-10-23 - Our pals over at @badtastela have whipped up a KILLER program entitled MIND-FUCKIN’ FLICKS! Tune in at for a live DJ set to kick it off!
Blood Diner,1987,6/9 CTV_2020-10-23 - Our pals over at @badtastela have whipped up a KILLER program entitled MIND-FUCKIN’ FLICKS! Tune in at for a live DJ set to kick it off!
I Drink Your Blood,1970,7/9 CTV_2020-10-23 - Our pals over at @badtastela have whipped up a KILLER program entitled MIND-FUCKIN’ FLICKS! Tune in at for a live DJ set to kick it off!
Burial Ground,1981,8/9 CTV_2020-10-23 - Our pals over at @badtastela have whipped up a KILLER program entitled MIND-FUCKIN’ FLICKS! Tune in at for a live DJ set to kick it off!
Woodchipper Massacre,1988,9/9 CTV_2020-10-23 - Our pals over at @badtastela have whipped up a KILLER program entitled MIND-FUCKIN’ FLICKS! Tune in at for a live DJ set to kick it off!
Thanatopsis,1962,1/11 CTV_2020-10-22 - Sikk Laffter aka @sikklaffter Presents MORBID REFLECTION: Michigan Horror Films 1976-2014
Memorial Day 2000,2000,2/11 CTV_2020-10-22 - Sikk Laffter aka @sikklaffter Presents MORBID REFLECTION: Michigan Horror Films 1976-2014
The Devil Master aka Demon Lover,1976,3/11 CTV_2020-10-22 - Sikk Laffter aka @sikklaffter Presents MORBID REFLECTION: Michigan Horror Films 1976-2014
Within The Woods,1978,4/11 CTV_2020-10-22 - Sikk Laffter aka @sikklaffter Presents MORBID REFLECTION: Michigan Horror Films 1976-2014
Northville Cemetery Massacre,1976,7/11 CTV_2020-10-22 - Sikk Laffter aka @sikklaffter Presents MORBID REFLECTION: Michigan Horror Films 1976-2014
Back From Hell,1993,8/11 CTV_2020-10-22 - Sikk Laffter aka @sikklaffter Presents MORBID REFLECTION: Michigan Horror Films 1976-2014
The Carrier,1988,9/11 CTV_2020-10-22 - Sikk Laffter aka @sikklaffter Presents MORBID REFLECTION: Michigan Horror Films 1976-2014
Mosquito,1994,10/11 CTV_2020-10-22 - Sikk Laffter aka @sikklaffter Presents MORBID REFLECTION: Michigan Horror Films 1976-2014
It Follows,2014,11/11 CTV_2020-10-22 - Sikk Laffter aka @sikklaffter Presents MORBID REFLECTION: Michigan Horror Films 1976-2014
Braindead aka Dead Alive,1992,1/8 CTV_2020-10-21 - GORE ZONE! A splatter filled deep dive into the cinematic sewers! The season continues with our homage to our favorite 80’s horror magazine!! Not for the SQUEAMISH!
The Gore Gore Girls aka Blood Orgy,1972,3/8 CTV_2020-10-21 - GORE ZONE! A splatter filled deep dive into the cinematic sewers! The season continues with our homage to our favorite 80’s horror magazine!! Not for the SQUEAMISH!
Premutos: Lord of the Living Dead,1997,5/8 CTV_2020-10-21 - GORE ZONE! A splatter filled deep dive into the cinematic sewers! The season continues with our homage to our favorite 80’s horror magazine!! Not for the SQUEAMISH!
